MatchId,Division,Date,Time,HomeTeam,AwayTeam,FullTimeGoalsH,FullTimeGoalsA,HalfTimeGoalsH,HalfTimeGoalsA,ShotsH,ShotsA,ShotsOnTargetH,ShotsOnTargetA,FoulsH,FoulsA,CornersH,CornersA,YellowCardsH,YellowCardsA,RedCardsH,RedCardsA
670,F1,8/31/2019,19:00,Nimes,Brest,3,0,2,0,21,7,8,3,11,17,8,2,3,4,0,0
671,F1,8/31/2019,19:00,Toulouse,Amiens,2,0,0,0,13,10,4,1,15,8,4,3,0,1,0,0
672,F1,9/1/2019,14:00,Reims,Lille,2,0,0,0,12,11,5,3,19,15,5,1,3,2,0,1
673,F1,9/1/2019,14:00,Rennes,Nice,1,2,1,0,11,11,3,7,13,13,8,6,2,3,0,0
674,F1,9/1/2019,16:00,Strasbourg,Monaco,2,2,1,2,14,16,5,6,14,17,6,4,4,3,0,0
675,F1,9/1/2019,20:00,Marseille,St Etienne,1,0,1,0,9,12,2,3,16,7,5,6,5,2,0,0
676,F1,9/13/2019,18:00,Lille,Angers,2,1,1,0,13,8,4,4,3,16,4,4,1,2,0,0
677,F1,9/13/2019,19:45,Amiens,Lyon,2,2,1,2,11,12,2,6,12,14,4,1,3,2,0,0
678,F1,9/14/2019,16:30,Paris SG,Strasbourg,1,0,0,0,16,6,7,3,12,12,5,2,2,2,0,0
679,F1,9/14/2019,19:00,Bordeaux,Metz,2,0,2,0,15,15,6,3,18,15,4,6,2,2,0,0
680,F1,9/14/2019,19:00,Brest,Rennes,0,0,0,0,10,9,2,2,10,12,2,4,2,2,0,0
681,F1,9/14/2019,19:00,Dijon,Nimes,0,0,0,0,16,7,2,3,14,11,6,0,3,1,0,0
682,F1,9/14/2019,19:00,Montpellier,Nice,2,1,1,1,17,13,8,5,17,11,8,1,2,2,0,0
683,F1,9/15/2019,14:00,Nantes,Reims,1,0,0,0,8,9,4,1,18,15,7,5,1,3,0,0
684,F1,9/15/2019,16:00,St Etienne,Toulouse,2,2,1,2,14,10,4,7,15,13,9,7,3,0,0,0
685,F1,9/15/2019,20:00,Monaco,Marseille,3,4,2,2,12,13,8,6,9,14,6,4,3,3,0,0
686,F1,9/20/2019,19:45,Strasbourg,Nantes,2,1,0,1,17,10,5,3,11,16,9,2,2,2,0,0
687,F1,9/21/2019,16:30,Marseille,Montpellier,1,1,0,1,24,3,5,2,11,17,15,1,4,3,2,1
688,F1,9/21/2019,19:00,Bordeaux,Brest,2,2,1,2,18,13,5,3,9,11,5,9,4,3,0,0
689,F1,9/21/2019,19:00,Metz,Amiens,1,2,0,1,13,9,4,5,13,12,4,6,1,1,0,0
690,F1,9/21/2019,19:00,Nice,Dijon,2,1,1,1,16,13,6,7,7,13,6,3,2,3,0,0
691,F1,9/21/2019,19:00,Nimes,Toulouse,1,0,1,0,19,9,4,2,14,11,5,7,1,3,0,1
692,F1,9/21/2019,19:00,Reims,Monaco,0,0,0,0,16,12,4,4,16,10,6,3,0,2,0,0
693,F1,9/22/2019,14:00,Rennes,Lille,1,1,0,0,11,15,3,6,14,11,4,8,2,1,0,0
694,F1,9/22/2019,16:00,Angers,St Etienne,4,1,0,1,14,6,5,2,13,12,5,4,1,1,0,0
695,F1,9/22/2019,20:00,Lyon,Paris SG,0,1,0,0,12,21,0,7,8,6,2,11,1,1,0,0
696,F1,9/24/2019,18:00,Dijon,Marseille,0,0,0,0,18,9,6,2,9,14,8,3,3,3,0,0
697,F1,9/24/2019,20:00,Monaco,Nice,3,1,1,0,17,10,5,3,10,14,5,7,2,3,0,0
698,F1,9/25/2019,18:00,Amiens,Bordeaux,1,3,1,2,11,15,3,6,15,13,3,3,2,2,0,0
699,F1,9/25/2019,18:00,Brest,Lyon,2,2,1,1,13,11,5,5,9,10,2,6,0,0,0,0
700,F1,9/25/2019,18:00,Lille,Strasbourg,2,0,1,0,12,5,5,1,7,12,4,2,0,1,0,0
701,F1,9/25/2019,18:00,Montpellier,Nimes,1,0,1,0,12,15,4,3,14,19,4,8,3,4,0,0
702,F1,9/25/2019,18:00,Nantes,Rennes,1,0,0,0,8,6,2,2,16,17,2,4,2,4,0,0
703,F1,9/25/2019,18:00,St Etienne,Metz,0,1,0,1,15,12,3,1,12,12,8,5,4,2,0,0
704,F1,9/25/2019,18:00,Toulouse,Angers,0,2,0,0,6,22,1,6,15,12,5,11,1,0,0,0
705,F1,9/25/2019,20:00,Paris SG,Reims,0,2,0,1,12,13,3,2,10,11,6,6,1,2,0,0
706,F1,9/28/2019,12:30,Lyon,Nantes,0,1,0,0,14,11,7,2,10,10,7,8,2,2,0,0
707,F1,9/28/2019,16:30,Bordeaux,Paris SG,0,1,0,0,4,21,1,7,10,13,0,9,0,3,0,0
708,F1,9/28/2019,19:00,Angers,Amiens,1,1,0,1,23,8,6,4,10,13,10,2,1,0,0,0
709,F1,9/28/2019,19:00,Metz,Toulouse,2,2,1,0,13,15,3,6,10,17,3,6,1,1,0,0
710,F1,9/28/2019,19:00,Monaco,Brest,4,1,1,0,21,5,13,1,7,15,7,1,1,2,0,0
711,F1,9/28/2019,19:00,Nice,Lille,1,1,1,1,12,11,5,6,8,14,6,5,2,2,0,0
712,F1,9/28/2019,19:00,Reims,Dijon,1,2,1,1,18,11,2,4,8,21,5,4,1,2,0,0
713,F1,9/29/2019,14:00,Strasbourg,Montpellier,1,0,1,0,8,11,3,3,18,13,1,6,4,2,0,0
714,F1,9/29/2019,16:00,Nimes,St Etienne,0,1,0,0,22,6,8,4,12,15,13,5,1,4,0,1
715,F1,9/29/2019,20:00,Marseille,Rennes,1,1,0,1,17,12,5,2,18,13,7,4,4,0,0,0
716,F1,10/4/2019,19:45,Amiens,Marseille,3,1,2,1,11,13,5,4,16,15,3,7,1,3,0,0
717,F1,10/5/2019,16:30,Paris SG,Angers,4,0,2,0,15,10,8,2,12,11,6,1,3,1,0,0
718,F1,10/5/2019,19:00,Brest,Metz,2,0,2,0,7,12,3,4,12,15,2,9,2,1,0,0
719,F1,10/5/2019,19:00,Dijon,Strasbourg,1,0,1,0,8,15,3,2,7,14,6,7,3,3,0,0
720,F1,10/5/2019,19:00,Montpellier,Monaco,3,1,2,0,17,14,10,4,18,11,6,8,1,2,0,1
721,F1,10/5/2019,19:00,Nantes,Nice,1,0,0,0,14,6,5,2,14,7,6,1,1,2,0,0
722,F1,10/5/2019,19:00,Toulouse,Bordeaux,1,3,0,2,15,10,4,4,16,16,5,4,4,2,0,0
723,F1,10/6/2019,14:00,Lille,Nimes,2,2,1,1,18,14,7,4,19,10,8,6,3,1,0,0
724,F1,10/6/2019,16:00,Rennes,Reims,0,1,0,0,18,13,3,7,13,19,5,3,1,3,0,0
725,F1,10/6/2019,20:00,St Etienne,Lyon,1,0,0,0,6,6,4,2,13,18,5,1,1,2,0,0
726,F1,10/18/2019,19:45,Nice,Paris SG,1,4,0,2,10,24,2,10,12,15,1,13,3,2,2,0
727,F1,10/19/2019,16:30,Lyon,Dijon,0,0,0,0,24,6,10,1,12,11,8,1,0,0,0,0
728,F1,10/19/2019,19:00,Angers,Brest,0,1,0,0,29,6,6,1,10,11,13,3,1,0,0,0
729,F1,10/19/2019,19:00,Metz,Nantes,1,0,0,0,10,9,2,2,16,13,3,3,2,1,0,1
730,F1,10/19/2019,19:00,Nimes,Amiens,1,1,1,0,11,13,3,5,11,15,1,11,2,4,0,0
731,F1,10/19/2019,19:00,Reims,Montpellier,1,0,1,0,12,9,5,0,19,11,4,8,2,0,0,0
732,F1,10/19/2019,19:00,Toulouse,Lille,2,1,0,0,17,9,6,2,15,11,3,4,2,4,0,0
733,F1,10/20/2019,14:00,Bordeaux,St Etienne,0,1,0,0,12,6,6,3,7,18,8,5,0,3,0,0
734,F1,10/20/2019,16:00,Monaco,Rennes,3,2,1,1,14,10,5,3,15,15,3,3,2,3,0,0
735,F1,10/20/2019,20:00,Marseille,Strasbourg,2,0,1,0,11,10,6,2,13,15,5,7,3,2,0,0
736,F1,10/25/2019,19:45,Nantes,Monaco,0,1,0,1,15,7,4,2,9,13,5,3,2,2,0,0
737,F1,10/26/2019,16:30,Lille,Bordeaux,3,0,1,0,11,5,3,1,17,18,3,3,0,2,0,0
738,F1,10/26/2019,19:00,Brest,Dijon,2,0,0,0,15,14,7,5,10,8,9,5,0,0,1,0
739,F1,10/26/2019,19:00,Lyon,Metz,2,0,2,0,18,16,7,3,12,9,7,2,1,2,0,0
740,F1,10/26/2019,19:00,Montpellier,Angers,0,0,0,0,14,13,3,6,14,12,5,2,2,3,0,0
741,F1,10/26/2019,19:00,Reims,Nimes,0,0,0,0,10,7,3,1,15,13,4,6,3,1,0,0
742,F1,10/26/2019,19:00,Strasbourg,Nice,1,0,1,0,20,9,6,5,22,12,4,7,1,3,0,1
743,F1,10/27/2019,14:00,Rennes,Toulouse,3,2,2,1,14,15,6,5,18,20,7,5,1,2,0,0
744,F1,10/27/2019,16:00,St Etienne,Amiens,2,2,1,0,15,11,1,5,17,17,5,4,2,3,0,0
745,F1,10/27/2019,20:00,Paris SG,Marseille,4,0,4,0,11,5,7,1,10,6,5,3,2,1,0,0
746,F1,11/1/2019,19:45,Dijon,Paris SG,2,1,1,1,10,20,6,4,12,9,3,6,3,2,0,0
747,F1,11/2/2019,16:30,Marseille,Lille,2,1,0,0,11,6,1,2,13,15,4,4,1,3,0,0
748,F1,11/2/2019,19:00,Amiens,Brest,1,0,1,0,6,14,2,3,12,11,3,9,3,1,0,0
749,F1,11/2/2019,19:00,Angers,Strasbourg,1,0,1,0,9,8,5,3,13,20,4,8,1,1,0,0
750,F1,11/2/2019,19:00,Metz,Montpellier,2,2,1,0,11,12,4,4,12,19,5,3,1,2,0,0
751,F1,11/2/2019,19:00,Toulouse,Lyon,2,3,1,1,12,21,5,8,10,4,5,5,3,0,0,0
752,F1,11/3/2019,14:00,Bordeaux,Nantes,2,0,1,0,10,9,7,2,18,17,6,9,4,3,0,0
753,F1,11/3/2019,16:00,Nice,Reims,2,0,2,0,12,11,6,3,11,17,5,4,1,3,0,1
754,F1,11/3/2019,20:00,St Etienne,Monaco,1,0,0,0,12,11,5,2,13,10,2,1,1,1,0,1
755,F1,11/8/2019,19:45,Nice,Bordeaux,1,1,1,0,10,10,5,4,13,16,3,4,2,2,0,0
756,F1,11/9/2019,16:30,Brest,Paris SG,1,2,0,1,17,18,4,8,10,13,5,4,1,2,0,0
757,F1,11/9/2019,19:00,Lille,Metz,0,0,0,0,13,4,5,1,16,13,9,1,2,2,0,0
758,F1,11/9/2019,19:00,Monaco,Dijon,1,0,1,0,18,15,7,3,11,8,6,9,2,0,0,0
759,F1,11/9/2019,19:00,Reims,Angers,0,0,0,0,9,13,2,2,14,11,2,12,1,3,0,1
760,F1,11/9/2019,19:00,Strasbourg,Nimes,4,1,2,0,20,10,10,4,13,9,2,2,2,2,0,1
761,F1,11/10/2019,14:00,Rennes,Amiens,3,1,1,1,22,13,11,6,12,17,5,3,3,4,0,0
762,F1,11/10/2019,16:00,Montpellier,Toulouse,3,0,1,0,8,6,3,2,19,17,1,3,2,2,0,0
763,F1,11/10/2019,16:00,Nantes,St Etienne,2,3,2,2,9,11,6,4,6,9,3,3,1,0,0,0
764,F1,11/10/2019,20:00,Marseille,Lyon,2,1,2,0,10,11,4,4,14,9,6,7,3,0,1,0
765,F1,11/22/2019,19:45,Paris SG,Lille,2,0,2,0,11,13,4,8,13,11,6,5,2,0,0,0
766,F1,11/23/2019,16:30,Lyon,Nice,2,1,2,0,9,17,4,7,13,13,3,6,2,4,1,1
767,F1,11/23/2019,19:00,Amiens,Strasbourg,0,4,0,1,5,17,0,9,7,8,3,7,2,1,1,0
768,F1,11/23/2019,19:00,Angers,Nimes,1,0,0,0,21,10,7,2,12,6,3,2,2,1,0,0
769,F1,11/23/2019,19:00,Brest,Nantes,1,1,0,1,13,11,4,4,8,11,6,5,2,1,0,0
770,F1,11/23/2019,19:00,Dijon,Rennes,2,1,0,0,16,11,6,4,18,15,4,4,1,2,0,0
771,F1,11/23/2019,19:00,Metz,Reims,1,1,0,1,9,18,2,6,14,13,6,5,2,2,0,1
772,F1,11/24/2019,14:00,Bordeaux,Monaco,2,1,1,1,17,11,6,3,16,20,5,12,3,5,0,1
773,F1,11/24/2019,16:00,St Etienne,Montpellier,0,0,0,0,9,8,2,2,18,19,1,5,3,3,0,0
774,F1,11/24/2019,20:00,Toulouse,Marseille,0,2,0,0,10,14,3,7,16,13,1,7,3,3,1,0
775,F1,11/29/2019,19:45,Marseille,Brest,2,1,0,0,34,4,10,1,11,14,8,0,0,2,0,0
776,F1,11/30/2019,16:30,Strasbourg,Lyon,1,2,1,1,9,8,2,4,12,11,3,1,3,1,0,0
777,F1,11/30/2019,19:00,Lille,Dijon,1,0,1,0,19,8,5,0,16,16,11,3,2,1,0,0
778,F1,11/30/2019,19:00,Montpellier,Amiens,4,2,1,1,20,6,10,2,13,15,4,2,1,2,0,1
779,F1,11/30/2019,19:00,Nice,Angers,3,1,1,1,10,10,7,4,10,13,0,7,2,1,0,0
780,F1,11/30/2019,19:00,Nimes,Metz,1,1,0,1,14,10,3,4,12,19,6,2,1,6,0,0
781,F1,11/30/2019,19:00,Reims,Bordeaux,1,1,0,1,19,5,6,1,14,14,15,2,2,1,1,0
782,F1,12/1/2019,14:00,Nantes,Toulouse,2,1,1,0,21,7,8,3,15,15,10,4,1,3,0,1
783,F1,12/1/2019,16:00,Rennes,St Etienne,2,1,1,1,14,5,5,1,15,11,6,1,1,3,0,0
784,F1,12/3/2019,18:00,Angers,Marseille,0,2,0,2,9,10,2,4,11,11,3,1,1,1,0,0
785,F1,12/3/2019,18:00,Bordeaux,Nimes,6,0,2,0,12,7,8,1,14,13,0,6,2,1,0,0
786,F1,12/3/2019,18:00,Brest,Strasbourg,5,0,2,0,11,9,8,3,9,11,3,7,2,1,0,0
787,F1,12/3/2019,20:05,Lyon,Lille,0,1,0,0,11,8,3,2,13,9,9,1,1,2,0,0
788,F1,12/4/2019,18:00,Dijon,Montpellier,2,2,1,2,18,18,2,6,15,20,12,6,3,3,0,0
789,F1,12/4/2019,18:00,Metz,Rennes,0,1,0,1,20,12,4,2,13,8,8,8,2,0,0,0
790,F1,12/4/2019,18:00,St Etienne,Nice,4,1,3,1,15,16,7,4,15,11,8,5,2,3,0,0
791,F1,12/4/2019,18:00,Toulouse,Monaco,1,2,1,1,14,18,3,7,18,10,2,6,0,1,0,0
792,F1,12/4/2019,20:05,Paris SG,Nantes,2,0,0,0,10,11,6,4,11,14,5,9,1,2,0,0
793,F1,12/6/2019,18:00,Lille,Brest,1,0,1,0,16,6,10,0,10,9,7,3,0,1,0,0
794,F1,12/6/2019,19:45,Nimes,Lyon,0,4,0,1,6,22,2,8,10,15,1,5,2,2,2,0
795,F1,12/7/2019,16:30,Montpellier,Paris SG,1,3,1,0,6,14,1,5,17,18,4,4,5,3,1,0
796,F1,12/7/2019,19:00,Monaco,Amiens,3,0,0,0,20,5,8,2,10,8,8,1,0,0,0,0
797,F1,12/7/2019,19:00,Nice,Metz,4,1,2,0,14,18,5,3,8,13,2,4,0,2,0,0
798,F1,12/7/2019,19:00,Rennes,Angers,2,1,1,0,8,12,3,1,15,12,4,4,3,1,0,0
799,F1,12/7/2019,19:00,Strasbourg,Toulouse,4,2,2,1,18,14,7,9,10,7,3,5,0,1,0,0
800,F1,12/8/2019,14:00,Reims,St Etienne,3,1,1,0,10,11,3,4,10,14,1,2,2,2,0,0
801,F1,12/8/2019,16:00,Nantes,Dijon,1,0,0,0,17,5,6,1,12,14,9,1,1,2,0,0
802,F1,12/8/2019,20:00,Marseille,Bordeaux,3,1,0,1,25,3,6,2,10,9,7,0,2,1,0,0
803,F1,12/13/2019,19:45,Lille,Montpellier,2,1,1,0,14,10,9,4,13,15,4,5,3,1,0,0
804,F1,12/14/2019,16:30,Metz,Marseille,1,1,1,0,6,16,3,5,15,13,1,7,4,1,0,0
805,F1,12/14/2019,19:00,Amiens,Dijon,1,1,1,1,6,10,2,5,15,8,5,3,1,3,0,0
806,F1,12/14/2019,19:00,Angers,Monaco,0,0,0,0,10,7,5,2,16,15,7,6,4,3,0,0
807,F1,12/14/2019,19:00,Brest,Nice,0,0,0,0,16,15,4,7,13,11,5,6,3,2,0,0
808,F1,12/14/2019,19:00,Nimes,Nantes,0,1,0,1,16,10,4,5,17,21,9,3,0,3,0,0
809,F1,12/14/2019,19:00,Toulouse,Reims,0,1,0,1,9,10,5,4,17,14,4,8,0,2,0,0
810,F1,12/15/2019,14:00,Bordeaux,Strasbourg,0,1,0,1,13,7,3,4,12,13,5,7,3,2,0,0
811,F1,12/15/2019,16:00,Lyon,Rennes,0,1,0,0,10,12,3,6,20,15,5,7,3,3,0,0
812,F1,12/15/2019,20:00,St Etienne,Paris SG,0,4,0,2,11,21,2,13,4,9,5,2,1,1,1,0
813,F1,12/21/2019,19:45,Dijon,Metz,2,2,2,1,19,9,5,3,13,10,3,5,2,3,0,1
814,F1,12/21/2019,19:45,Marseille,Nimes,3,1,0,0,19,12,9,5,12,8,7,4,3,2,0,0
815,F1,12/21/2019,19:45,Monaco,Lille,5,1,2,1,15,9,6,4,10,15,5,6,5,1,1,0
816,F1,12/21/2019,19:45,Montpellier,Brest,4,0,2,0,17,17,6,4,12,15,3,2,1,1,0,0
817,F1,12/21/2019,19:45,Nantes,Angers,1,2,1,0,9,13,1,7,15,6,5,4,1,0,0,0
818,F1,12/21/2019,19:45,Nice,Toulouse,3,0,3,0,15,8,5,0,9,18,12,4,1,4,0,0
819,F1,12/21/2019,19:45,Paris SG,Amiens,4,1,1,0,22,8,10,3,16,10,7,3,0,1,0,0
820,F1,12/21/2019,19:45,Reims,Lyon,1,1,1,1,12,15,3,4,11,16,4,4,2,3,0,0
821,F1,12/21/2019,19:45,Rennes,Bordeaux,1,0,0,0,12,13,5,2,11,13,2,8,0,3,0,0
822,F1,12/21/2019,19:45,Strasbourg,St Etienne,2,1,1,0,5,6,3,1,16,13,2,7,3,2,0,0
823,F1,1/10/2020,19:45,Rennes,Marseille,0,1,0,0,9,10,2,4,15,17,4,1,2,5,0,0
824,F1,1/11/2020,16:30,Bordeaux,Lyon,1,2,1,0,5,22,2,6,12,12,5,4,1,3,0,0
825,F1,1/11/2020,19:00,Amiens,Montpellier,1,2,1,0,7,11,3,4,18,13,4,1,2,1,0,0
826,F1,1/11/2020,19:00,Angers,Nice,1,1,1,1,16,8,9,2,11,12,7,2,1,3,0,0
827,F1,1/11/2020,19:00,Metz,Strasbourg,1,0,0,0,9,14,4,3,12,16,1,6,1,2,0,0
828,F1,1/11/2020,19:00,Nimes,Reims,2,0,1,0,13,6,4,2,17,26,5,3,1,5,0,1
829,F1,1/11/2020,19:00,Toulouse,Brest,2,5,2,1,12,15,5,9,19,10,5,6,1,0,0,0
830,F1,1/12/2020,14:00,St Etienne,Nantes,0,2,0,1,10,11,1,4,14,10,2,1,2,1,0,0
831,F1,1/12/2020,16:00,Dijon,Lille,1,0,0,0,15,12,7,6,11,20,2,7,2,4,1,1
832,F1,1/12/2020,20:00,Paris SG,Monaco,3,3,3,2,13,16,6,6,6,9,7,7,0,3,0,0
833,F1,1/15/2020,18:00,Amiens,Reims,1,1,0,1,6,6,3,1,26,16,2,1,1,3,0,0
834,F1,1/15/2020,18:00,Nimes,Rennes,0,1,0,0,6,8,1,2,23,20,3,2,1,3,0,0
835,F1,1/15/2020,20:00,Monaco,Paris SG,1,4,0,2,13,17,4,12,9,14,3,5,2,3,0,0
836,F1,1/24/2020,19:45,Nice,Rennes,1,1,0,0,23,21,4,5,13,14,9,8,0,1,0,0
837,F1,1/25/2020,16:30,Marseille,Angers,0,0,0,0,9,4,2,0,17,13,4,2,1,2,0,0
838,F1,1/25/2020,19:00,Brest,Amiens,2,1,0,0,10,8,3,3,13,17,2,7,2,4,0,0
839,F1,1/25/2020,19:00,Monaco,Strasbourg,1,3,0,1,12,11,3,7,8,9,5,5,1,0,0,0
840,F1,1/25/2020,19:00,Montpellier,Dijon,2,1,0,0,16,6,5,2,16,15,3,1,2,2,0,1
841,F1,1/25/2020,19:00,Reims,Metz,0,1,0,1,16,7,2,4,11,9,11,1,1,1,0,0
842,F1,1/25/2020,19:00,St Etienne,Nimes,2,1,2,1,13,12,6,4,19,16,6,5,3,2,0,0
843,F1,1/26/2020,14:00,Lyon,Toulouse,3,0,1,0,13,10,5,4,8,5,8,2,0,1,0,0
844,F1,1/26/2020,16:00,Nantes,Bordeaux,0,1,0,0,7,11,0,2,11,14,0,2,3,2,1,0
845,F1,1/26/2020,20:00,Lille,Paris SG,0,2,0,1,9,12,2,5,20,10,6,3,3,1,0,0
846,F1,1/31/2020,19:45,Rennes,Nantes,3,2,0,0,13,8,9,5,13,17,5,5,5,4,0,0
847,F1,2/1/2020,16:30,Paris SG,Montpellier,5,0,3,0,20,6,9,2,16,16,12,2,4,4,0,2
848,F1,2/1/2020,19:00,Amiens,Toulouse,0,0,0,0,9,12,4,1,14,15,8,4,3,2,0,0
849,F1,2/1/2020,19:00,Angers,Reims,1,4,1,1,15,12,4,4,15,13,2,4,1,2,0,0
850,F1,2/1/2020,19:00,Dijon,Brest,3,0,2,0,12,19,5,4,9,17,6,6,0,1,0,0
851,F1,2/1/2020,19:00,Nimes,Monaco,3,1,1,1,22,6,8,4,13,10,7,1,4,3,0,2
852,F1,2/1/2020,19:00,Strasbourg,Lille,1,2,1,0,13,9,3,4,12,22,3,7,1,4,0,0
853,F1,2/2/2020,14:00,Nice,Lyon,2,1,1,1,12,14,7,7,17,9,4,10,3,2,1,1
854,F1,2/2/2020,16:00,Metz,St Etienne,3,1,1,0,10,17,6,7,11,18,3,8,0,2,0,0
855,F1,2/2/2020,20:00,Bordeaux,Marseille,0,0,0,0,12,16,3,4,10,14,3,10,2,2,0,0
856,F1,2/4/2020,18:00,Lille,Rennes,1,0,1,0,14,11,3,4,15,16,5,2,3,1,0,0
857,F1,2/4/2020,18:00,Monaco,Angers,1,0,1,0,6,16,3,4,13,8,1,8,2,2,0,0
858,F1,2/4/2020,20:05,Nantes,Paris SG,1,2,0,1,15,19,5,7,9,21,4,7,2,4,0,0
859,F1,2/5/2020,18:00,Brest,Bordeaux,1,1,0,1,17,13,3,5,14,5,8,5,2,0,1,0
860,F1,2/5/2020,18:00,Lyon,Amiens,0,0,0,0,10,7,3,2,8,14,5,3,1,2,0,0
861,F1,2/5/2020,18:00,Montpellier,Metz,1,1,1,0,12,18,7,8,13,16,6,8,2,1,0,0
862,F1,2/5/2020,18:00,Nimes,Dijon,2,0,2,0,11,10,5,3,17,27,2,2,0,3,0,0
863,F1,2/5/2020,18:00,Reims,Nice,1,1,0,0,15,5,4,4,11,7,9,6,2,0,0,0
864,F1,2/5/2020,18:00,Toulouse,Strasbourg,0,1,0,0,12,15,1,6,7,10,5,2,1,2,0,0
865,F1,2/5/2020,20:00,St Etienne,Marseille,0,2,0,1,11,5,3,3,8,11,6,2,2,4,0,0
866,F1,2/7/2020,19:45,Angers,Lille,0,2,0,1,9,12,1,4,10,15,6,2,4,3,0,0
867,F1,2/8/2020,16:30,Marseille,Toulouse,1,0,0,0,12,10,3,3,6,8,5,5,1,2,0,0
868,F1,2/8/2020,19:00,Amiens,Monaco,1,2,1,0,8,12,1,6,14,17,3,9,1,3,0,0
869,F1,2/8/2020,19:00,Dijon,Nantes,3,3,2,2,17,8,4,2,8,11,9,4,2,2,0,0
870,F1,2/8/2020,19:00,Metz,Bordeaux,1,2,1,0,11,15,4,5,5,11,5,13,2,2,1,0
871,F1,2/8/2020,19:00,Nice,Nimes,1,3,1,1,6,10,3,5,8,13,1,7,2,4,1,0
872,F1,2/8/2020,19:00,Rennes,Brest,0,0,0,0,17,8,2,3,7,14,6,0,2,4,0,0
873,F1,2/9/2020,14:00,Montpellier,St Etienne,1,0,1,0,8,17,3,5,16,15,3,6,1,3,1,0
874,F1,2/9/2020,16:00,Strasbourg,Reims,3,0,0,0,12,5,5,0,13,12,9,8,1,2,0,0
875,F1,2/9/2020,20:00,Paris SG,Lyon,4,2,2,0,16,7,5,2,11,14,6,3,1,2,0,0
876,F1,2/14/2020,19:45,Monaco,Montpellier,1,0,0,0,16,13,2,2,13,8,2,4,1,2,0,0
877,F1,2/15/2020,16:30,Amiens,Paris SG,4,4,3,1,11,15,5,10,21,10,2,6,3,2,0,0
878,F1,2/15/2020,19:00,Bordeaux,Dijon,2,2,1,1,11,6,2,3,12,10,13,1,1,1,0,0
879,F1,2/15/2020,19:00,Nantes,Metz,0,0,0,0,18,7,7,2,14,11,11,6,0,1,0,1
880,F1,2/15/2020,19:00,Nimes,Angers,1,0,0,0,11,10,2,0,7,16,7,5,1,2,0,1
881,F1,2/15/2020,19:00,Toulouse,Nice,0,2,0,1,19,14,5,4,14,9,7,5,2,0,2,0
882,F1,2/16/2020,14:00,Lyon,Strasbourg,1,1,1,1,5,7,2,1,17,14,3,2,3,1,0,0
883,F1,2/16/2020,16:00,Brest,St Etienne,3,2,3,0,10,11,3,4,11,11,0,5,2,3,0,0
884,F1,2/16/2020,16:00,Reims,Rennes,1,0,0,0,11,4,3,2,14,17,7,2,1,1,0,0
885,F1,2/16/2020,20:00,Lille,Marseille,1,2,0,0,13,5,3,2,16,12,4,5,0,5,0,0
886,F1,2/21/2020,18:00,Nice,Brest,2,2,2,1,19,9,6,3,7,4,9,3,3,0,0,0
887,F1,2/21/2020,19:45,Metz,Lyon,0,2,0,1,7,12,0,6,8,14,5,4,2,1,1,0
888,F1,2/22/2020,16:30,Marseille,Nantes,1,3,1,1,16,8,5,4,15,17,4,1,1,3,0,0
889,F1,2/22/2020,19:00,Angers,Montpellier,1,0,0,0,12,10,8,2,16,16,6,8,4,2,0,0
890,F1,2/22/2020,19:00,Dijon,Monaco,1,1,0,0,12,17,2,6,16,13,2,3,2,0,0,0
891,F1,2/22/2020,19:00,Lille,Toulouse,3,0,2,0,18,7,9,1,12,20,5,0,1,3,0,0
892,F1,2/22/2020,19:00,Strasbourg,Amiens,0,0,0,0,15,3,3,1,18,23,5,5,2,6,0,0
893,F1,2/23/2020,14:00,St Etienne,Reims,1,1,0,0,7,12,4,2,14,5,8,6,1,1,0,0
894,F1,2/23/2020,16:00,Rennes,Nimes,2,1,1,1,26,9,8,2,11,5,10,1,0,1,0,1
895,F1,2/23/2020,20:00,Paris SG,Bordeaux,4,3,2,2,23,12,9,7,13,15,10,7,5,2,1,0
896,F1,2/28/2020,19:45,Nimes,Marseille,2,3,1,2,16,13,6,4,15,14,8,9,4,3,0,0
897,F1,2/29/2020,16:30,Paris SG,Dijon,4,0,1,0,23,9,11,3,7,3,8,0,1,0,0,0
898,F1,2/29/2020,19:00,Amiens,Metz,0,1,0,1,12,13,5,6,17,10,6,3,2,1,0,0
899,F1,2/29/2020,19:00,Brest,Angers,0,1,0,1,16,6,4,2,12,9,12,0,3,1,0,0
900,F1,2/29/2020,19:00,Monaco,Reims,1,1,1,0,19,16,7,8,20,13,3,2,2,3,0,0
901,F1,2/29/2020,19:00,Montpellier,Strasbourg,3,0,0,0,23,15,11,7,8,15,5,7,1,2,0,0
902,F1,2/29/2020,19:00,Toulouse,Rennes,0,2,0,1,15,11,2,4,13,12,9,3,3,1,0,0
903,F1,3/1/2020,14:00,Nantes,Lille,0,1,0,0,6,15,3,5,13,13,3,12,4,3,0,0
904,F1,3/1/2020,16:00,Bordeaux,Nice,1,1,1,0,12,9,4,4,19,12,10,3,3,3,0,0
905,F1,3/1/2020,20:00,Lyon,St Etienne,2,0,1,0,16,8,9,4,14,14,5,4,4,4,0,0
906,F1,3/6/2020,20:00,Marseille,Amiens,2,2,1,0,13,12,6,3,13,17,4,4,2,2,0,0
